ID,EnglishNames,Countries,CountryCode,Endangerment,No,Latitude,Longitude
1120,Kham,Nepal,NPL,Definitely endangered,30000,28.4321,82.9635
565,Ladin,Italy,ITA,Definitely endangered,30000,46.5531,11.8597
440,Lepcha,"Bhutan, India, Nepal","BTN, IND, NPL",Definitely endangered,30000,27.1153,88.4687
2427,Maonan,China,CHN,Vulnerable,30000,24.8341,107.577
2221,"Mok (Myanmar, Thailand)","Myanmar, Thailand","MMR, THA",Definitely endangered,30000,21.7333,99.7666
1715,Moro,Sudan,SDN,Definitely endangered,30000,10.8872,30.1904
2425,Mulam,China,CHN,Vulnerable,30000,24.6341,108.2895
393,North Saami,"Finland, Norway, Russian Federation, Sweden","FIN, NOR, RUS, SWE",Definitely endangered,30000,68.9099,22.9394
1012,Quechua of Cajamarca,Peru,PER,Severely endangered,30000,-7.1772,-78.673
1276,Quichua (Pastaza),Ecuador,ECU,Definitely endangered,30000,-1.7575,-76.8603
1378,Rushani,"Tajikistan, Afghanistan","TJK, AFG",Definitely endangered,30000,37.8705,71.5979
979,Tagin,India,IND,Vulnerable,30000,28.038,94.2022
2321,Tialo,Indonesia,IDN,Vulnerable,30000,0.4888,120.8935
2181,Tidikelt,Algeria,DZA,Critically endangered,30000,26.8828,2.5488
659,Toba,Argentina,ARG,Definitely endangered,30000,-25.958,-59.0625
503,Tundra Nenets,Russian Federation,RUS,Definitely endangered,30000,67.5001,67.7856
421,Vojvodina Rusyn,"Croatia, Serbia","HRV, SRB",Definitely endangered,30000,45.6351,19.1903
2408,Wuse,China,CHN,Vulnerable,30000,24.878,109.1053
1035,Agul,Russian Federation,RUS,Definitely endangered,29399,41.7518,47.6875
1036,Rutul,"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,29383,41.5332,47.3181
1844,Bateri,Pakistan,PAK,Definitely endangered,29000,34.9073,72.8675
1146,Mzieme,India,IND,Vulnerable,29000,25.6019,93.8891
1112,Ghale,Nepal,NPL,Vulnerable,28989,28.2501,84.718
907,Sierra Popoluca,Mexico,MEX,Vulnerable,28700,18.245,-94.76
1446,Kurux (Nepal),Nepal,NPL,Vulnerable,28615,26.6032,87.2259
1170,Deori,India,IND,Definitely endangered,28000,27.1911,94.1528
1279,Soyaltepec Mazatec,Mexico,MEX,Vulnerable,27524,18.2499,-96.3995
941,Western Mazahua,Mexico,MEX,Definitely endangered,27037,19.4372,-100.3552
1430,Sibe,China,CHN,Severely endangered,27000,43.6599,81.3427
1505,Isthmus Náhuatl,Mexico,MEX,Vulnerable,26632,18.2209,-94.8382
1105,Sunwar,Nepal,NPL,Vulnerable,26611,27.3485,86.2337
1302,Mancagne,Senegal,SEN,Vulnerable,26450,12.7743,-15.6967
1576,Gadaba,India,IND,Critically endangered,26262,18.3858,82.7819
1513,Banat Bulgarian,"Romania, Serbia","ROU, SRB",Definitely endangered,25000,45.4832,20.9069
1351,Csángó Hungarian,Romania,ROU,Severely endangered,25000,46.7925,27.1911
1215,Koda,India,IND,Vulnerable,25000,22.1263,87.0776
1423,Minhe Monguor,China,CHN,Definitely endangered,25000,36.4919,102.6452
1862,Miskito (Honduras),Honduras,HND,Vulnerable,25000,15.3393,-84.6034
396,Olonetsian,"Finland, Russian Federation","FIN, RUS",Definitely endangered,25000,61.1273,32.8765
1006,Saek,"Lao People's Democratic Republic, Thailand","LAO, THA",Definitely endangered,25000,19.3166,104.7833
885,Sioux,United States of America,USA,Vulnerable,25000,43.0588,-102.5244
699,Tamazight (Beni Iznassen),Morocco,MAR,Definitely endangered,25000,34.7506,-2.1917
1061,Tsakhur,"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,25000,41.6523,46.9775
1964,Warao,"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Definitely endangered,25000,8.6027,-61.3806
1169,Majhi,Nepal,NPL,Severely endangered,24664,27.9208,83.5082
1501,Jone,China,CHN,Definitely endangered,24000,34.5947,103.5653
1037,Andi,Russian Federation,RUS,Definitely endangered,23729,42.7308,46.2963
599,Guambiano,Colombia,COL,Definitely endangered,23462,2.6138,-76.3906
1164,Anal,India,IND,Vulnerable,23000,24.1517,93.9385
1802,Hawrami,"Iran (Islamic Republic of), Iraq","IRN, IRQ",Definitely endangered,23000,35.4259,46.2551
1203,Juang,India,IND,Definitely endangered,23000,21.0742,85.6164
1173,Tiwa,India,IND,Definitely endangered,23000,25.7801,92.5927
1901,Embera (Panama),Panama,PAN,Vulnerable,22485,8.1179,-77.7429
1306,Ediamat,Guinea-Bissau,GNB,Vulnerable,22025,12.2621,-16.5289
1178,Mara,India,IND,Definitely endangered,22000,23.5237,92.9003
1157,Maring,India,IND,Vulnerable,22000,24.6769,94.3835
1386,Polci cluster,Nigeria,NGA,Definitely endangered,22000,9.9742,9.3328
1461,Sarikoli,China,CHN,Definitely endangered,22000,37.9463,75.1272
63,Krongo,Sudan,SDN,Definitely endangered,21688,10.585,29.8883
1779,Ashtiani,Iran (Islamic Republic of),IRN,Definitely endangered,21000,34.4861,51.0562
1799,Khunsari,Iran (Islamic Republic of),IRN,Definitely endangered,21000,32.8795,51.6796
2300,Semnani,Iran (Islamic Republic of),IRN,Definitely endangered,21000,34.8679,53.4924
277,Plains Cree,Canada,CAN,Vulnerable,20933,56.3544,-113.8345
1273,Higher Reservoir Mazatec,Mexico,MEX,Vulnerable,20665,18.158,-96.7045
1280,Chilchotla Mazatec,Mexico,MEX,Vulnerable,20585,18.2934,-96.7029
955,"Zapotec of the Valleys, middle northwest",Mexico,MEX,Definitely endangered,20448,17.05,-96.6333
2443,Aluo,China,CHN,Definitely endangered,20000,25.9368,102.1839
978,Bangni,India,IND,Vulnerable,20000,28.0331,93.0651
1990,Bru,Thailand,THA,Definitely endangered,20000,15.3174,105.4938
1252,Cho-ca-nga-ca-kha,Bhutan,BTN,Definitely endangered,20000,27.4107,91.2277
1448,Crimean Tatar (Dobruja),"Bulgaria, Romania","BGR, ROU",Severely endangered,20000,43.9414,28.3062
436,Dhimal,Nepal,NPL,Severely endangered,20000,26.6192,87.4635
1614,Griko (Salento),Italy,ITA,Severely endangered,20000,40.1578,18.2208
1878,Kaiowá Guarani,Brazil,BRA,Vulnerable,20000,-21.5812,-55.0759
327,Karelian (Karelia),"Finland, Russian Federation","FIN, RUS",Definitely endangered,20000,63.0474,33.4616
1152,Khoirao,India,IND,Vulnerable,20000,25.2198,94.1583
1185,Manchad,India,IND,Vulnerable,20000,32.6578,77.5415
1337,Mariupolitan Greek,Ukraine,UKR,Severely endangered,20000,47.1364,37.5444
985,Padam,India,IND,Vulnerable,20000,28.2463,95.3668
1965,Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Vulnerable,20000,5.1347,-61.853
1995,Tacenwit,Algeria,DZA,Vulnerable,20000,36.5703,2.2892
1502,Tangwang,China,CHN,Definitely endangered,20000,35.7643,102.8979
2090,Western Neo-Aramaic,Syrian Arab Republic,SYR,Definitely endangered,20000,33.8339,36.5405
1438,Yaghnobi,Tajikistan,TJK,Definitely endangered,20000,38.5632,68.4475
2224,Yaw,Myanmar,MMR,Definitely endangered,20000,21.6,94.8333
1405,Yeyi,Botswana,BWA,Definitely endangered,20000,-19.4562,23.2031
1680,Boro,,,Definitely endangered,19878,10.3581,35.0024
384,Sorbian,Germany,DEU,Definitely endangered,19500,51.5001,14.4744
1187,Biete,India,IND,Definitely endangered,19000,25.6514,93.2409
1189,Hrangkhol,India,IND,Vulnerable,19000,24.1467,92.3071
1959,Terena,Brazil,BRA,Severely endangered,19000,-20.2841,-55.4638
1595,Kati,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,18700,35.3845,71.3177
1092,Kulung,Nepal,NPL,Vulnerable,18686,27.518,86.9375
617,Kaingang,Brazil,BRA,Definitely endangered,18500,-28.1495,-52.4707
1278,Lowland Mazatec,Mexico,MEX,Vulnerable,18389,18.0801,-96.5236
1797,Vafsi,Iran (Islamic Republic of),IRN,Definitely endangered,18000,34.0867,49.8861
1310,Bassari,Senegal,SEN,Vulnerable,17910,12.4419,-12.6617
1307,Bayot,Senegal,SEN,Vulnerable,17150,12.4218,-16.4149
1142,Pochuri,India,IND,Vulnerable,17000,25.6712,94.779
1712,Tamahaq (Libya),Libyan Arab Jamahiriya,LBY,Definitely endangered,17000,24.9611,10.1733
276,Swampy Cree,Canada,CAN,Vulnerable,16685,53.9849,-97.7626
1583,Koraga,India,IND,Critically endangered,16665,11.6952,75.6738
1684,Oyda,Ethiopia,ETH,Vulnerable,16597,5.9438,36.6503
1560,Pangvali,India,IND,Critically endangered,16285,33.4589,76.9152
654,Shipibo-Conibo,Peru,PER,Definitely endangered,16085,-8.4289,-74.6411
109,Amba,Uganda,UGA,Vulnerable,16000,0.6737,30.198
1051,Tsez,Russian Federation,RUS,Definitely endangered,15356,42.2376,45.8734
1425,Bonan,China,CHN,Definitely endangered,15000,36.089,102.843
2246,Chrau,Viet Nam,VNM,Definitely endangered,15000,10.5634,107.1496
1773,Dari,Iran (Islamic Republic of),IRN,Definitely endangered,15000,31.8402,54.1625
1250,Dzala,Bhutan,BTN,Vulnerable,15000,27.7078,91.3623
2432,Ersu,China,CHN,Definitely endangered,15000,28.7778,102.1277
1180,Gangte,India,IND,Definitely endangered,15000,24.1968,93.587
24,Gurdu-Mbaaru,Nigeria,NGA,Severely endangered,15000,9.7415,10.4534
1145,Ha-lung Tibetan,Nepal,NPL,Definitely endangered,15000,27.6831,87.8256
2445,Hlersu,China,CHN,Vulnerable,15000,24.3789,102.046
2254,Juk,Lao People's Democratic Republic,LAO,Definitely endangered,15000,15.3333,106.85
1681,Kwama,Ethiopia,ETH,Vulnerable,15000,9.5465,34.2059
2434,Laemae,China,CHN,Severely endangered,15000,26.4179,98.7758
539,Lavua,Thailand,THA,Definitely endangered,15000,18.4483,98.1848
648,Macushi (Brazil),Brazil,BRA,Vulnerable,15000,3.7765,-61.1279
1361,Nahali,India,IND,Definitely endangered,15000,21.4735,74.0258
2448,Naluo,China,CHN,Vulnerable,15000,26.5895,100.8506
2401,Nyoe,Thailand,THA,Definitely endangered,15000,14.9102,104.6049
1524,O'odham (Akimel),United States of America,USA,Definitely endangered,15000,33.059,-112.0479
871,O'odham (Tohono),United States of America,USA,Definitely endangered,15000,31.9186,-111.8798
2031,Paiwan,China,CHN,Vulnerable,15000,22.4313,120.7809
2428,Rao,China,CHN,Definitely endangered,15000,25.871,107.0476
2294,Semai,Malaysia,MYS,Severely endangered,15000,4.3039,101.445
1719,Shatt,Sudan,SDN,Severely endangered,15000,10.8117,29.7235
6,Siwi,Egypt,EGY,Definitely endangered,15000,29.1905,25.5322
1289,Tagargrent,Algeria,DZA,Severely endangered,15000,30.9587,4.0209
2162,Tayurayt,Algeria,DZA,Vulnerable,15000,36.5648,1.9061
2324,Totoli,Indonesia,IDN,Vulnerable,15000,0.8953,120.2838
286,Aruaco,Colombia,COL,Vulnerable,14799,10.0986,-73.5424
441,Yakkha,Nepal,NPL,Critically endangered,14648,27.1908,87.3358
1584,Kuruba,India,IND,Critically endangered,14613,11.4369,76.3549
707,Tuamotuan,French Polynesia (France),PYF,Definitely endangered,14400,-14.9354,-147.7455
62,Katla,Sudan,SDN,Definitely endangered,14208,11.7329,29.3939
294,Garífuna (Belize),Belize,BLZ,Vulnerable,14061,17.1833,-88.5833
1109,Thulung,Nepal,NPL,Definitely endangered,14034,27.4534,86.6423
1190,Bawm,"Bangladesh, India","BGD, IND",Definitely endangered,14000,22.1874,92.6477
1666,Guajajara,Brazil,BRA,Vulnerable,14000,-4.8282,-46.8017
703,Niuean,Niue,NIU,Definitely endangered,14000,-19.0491,-169.8706
2574,Uhunduni,Indonesia,IDN,Vulnerable,14000,-4.2054,137.031
1300,Gusilay,Senegal,SEN,Vulnerable,13950,12.7019,-16.4382
1816,Xavante,Brazil,BRA,Vulnerable,13303,-14.4832,-53.5305
2304,Dondo,Indonesia,IDN,Vulnerable,13000,0.747,120.4266
1168,Khampti,India,IND,Vulnerable,13000,27.8827,96.5093
11,Nalu,Guinea,GIN,Definitely endangered,13000,10.9523,-14.7629
1721,Tagoi,Sudan,SDN,Severely endangered,13000,10.8252,30.1657
71,Karko,Sudan,SDN,Definitely endangered,12986,11.964,29.4186
939,San Mateo del Mar Huave,Mexico,MEX,Vulnerable,12667,16.2,-94.9833
1751,Q'eqchi' (Belize),Belize,BLZ,Vulnerable,12366,16.8107,-88.3999
52,Kadaru,Sudan,SDN,Definitely endangered,12360,12.1789,30.2398
1286,Mazatlán Mazatec,Mexico,MEX,Vulnerable,12340,18.033,-96.8999
1309,Badiaranke,Guinea,GIN,Severely endangered,12205,12.4043,-13.5736
2327,Alune,Indonesia,IDN,Vulnerable,12000,-3.0637,128.3752
1606,Bangani,India,IND,Critically endangered,12000,29.8692,79.0686
1046,Chamalal,Russian Federation,RUS,Definitely endangered,12000,42.5712,46.0739
2238,Chru,Viet Nam,VNM,Vulnerable,12000,11.4666,109.05
1090,Hill Miri,India,IND,Definitely endangered,12000,27.7078,94.0374
2446,Jinuo,China,CHN,Definitely endangered,12000,21.4758,101.3111
2435,Muya,China,CHN,Vulnerable,12000,30.2593,101.7497
556,Samei,China,CHN,Severely endangered,12000,25.0756,103.0133
2617,Tajio,Indonesia,IDN,Vulnerable,12000,-0.0954,120.0173
2618,Tobada',Indonesia,IDN,Extinct,12000,-2.019,119.4708
1333,Yurt Tatar,Russian Federation,RUS,Definitely endangered,12000,46.3943,48.3288
1489,Yaqui (Mexico),Mexico,MEX,Vulnerable,11806,27.6436,-110.296
1784,Ch'orti' (Guatemala),Guatemala,GTM,Definitely endangered,11734,14.968,-89.2905
919,Filomeno Mata Totonac,Mexico,MEX,Vulnerable,11710,20.198,-97.7022
917,Northern Totonac,Mexico,MEX,Critically endangered,11529,20.2741,-97.955
1733,Komo,"Ethiopia, Sudan","ETH, SDN",Definitely endangered,11500,9.0804,34.0905
19,Tuwuli,Ghana,GHA,Vulnerable,11400,7.0572,0.3845
1824,Poqomam,Guatemala,GTM,Definitely endangered,11273,14.6455,-89.7274
1084,Idu,"China, India","CHN, IND",Definitely endangered,11101,28.6496,95.8419
683,Kari'ña (Venezuela),Venezuela (Bolivarian Republic of),VEN,Severely endangered,11000,8.4941,-64.0942
731,Machiguenga,Peru,PER,Definitely endangered,11000,-11.8888,-72.9052
1963,Piaroa (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,11000,4.5435,-66.7089
714,Tuvaluan,Tuvalu,TUV,Definitely endangered,11000,-8.5049,179.187
322,Waunana (Colombia),Colombia,COL,Vulnerable,11000,4.2806,-77.0581
1296,Noon,Senegal,SEN,Vulnerable,10925,14.8173,-16.5234
1102,Sampang,Nepal,NPL,Vulnerable,10810,27.257,86.9444
690,Central Alaskan Yupik (2),United States of America,USA,Vulnerable,10400,61.4387,-160.4882
691,Central Alaskan Yupik (Nuniak Island),United States of America,USA,Vulnerable,10400,59.8889,-166.289
2665,Bukiyip,Papua New Guinea,PNG,Vulnerable,10304,-3.4256,143.0886
2610,Saparua,Indonesia,IDN,Definitely endangered,10216,-3.5757,128.6464
1083,Darai,Nepal,NPL,Severely endangered,10210,27.9264,84.331
1303,Bandial,Senegal,SEN,Vulnerable,10125,12.5317,-16.1553
55,Bongo,Sudan,SDN,Definitely endangered,10084,6.1405,31.7999
1484,Northwestern Tarahumara,Mexico,MEX,Vulnerable,10031,27.9169,-107.0552
1343,Algherese Catalan,Italy,ITA,Definitely endangered,10000,40.5638,8.3276
330,Aragonese,Spain,ESP,Definitely endangered,10000,42.2935,-0.4394
2430,Baima,China,CHN,Vulnerable,10000,33.1531,103.8696
1678,Bukharic,Uzbekistan,UZB,Definitely endangered,10000,39.8043,64.4224
2029,Bunun,China,CHN,Vulnerable,10000,23.3624,121.1077
119,Burunge,United Republic of Tanzania,TZA,Vulnerable,10000,-4.7297,35.7769
743,Chayahuita,Peru,PER,Definitely endangered,10000,-5.3425,-76.6955
903,Cherokee (Oklahoma),United States of America,USA,Definitely endangered,10000,36.7544,-98.3569
344,Dalecarlian,Sweden,SWE,Definitely endangered,10000,61.2385,14.0295
605,"Huitoto (Colombia, Peru)","Colombia, Peru","COL, PER",Definitely endangered,10000,-3.0308,-71.8066
2173,Hulaula (Israel),Israel,ISR,Severely endangered,10000,32.2128,34.9118
139,Karang,Chad,TCD,Vulnerable,10000,8.3093,15.3588
1516,Karelian (Tver),Russian Federation,RUS,Definitely endangered,10000,58.1533,36.101
1298,Karone,Senegal,SEN,Vulnerable,10000,12.7769,-16.7733
1055,Kryz,Azerbaijan,AZE,Severely endangered,10000,41.1455,48.164
300,"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Definitely endangered,10000,2.3723,-67.5659
1246,Kurtöp,Bhutan,BTN,Vulnerable,10000,27.7127,90.9667
535,Lamgang,India,IND,Critically endangered,10000,24.2569,94.0759
2447,Miqie,China,CHN,Definitely endangered,10000,26.9053,100.8506
1956,Mojo,Bolivia (Plurinational State of),BOL,Definitely endangered,10000,-14.966,-65.1708
1198,Muot,India,IND,Critically endangered,10000,8.0932,93.4963
1589,Naiki,India,IND,Critically endangered,10000,19.8287,78.2281
1948,Ñandeva Guarani,Brazil,BRA,Vulnerable,10000,-22.0652,-54.7558
27,Ngwaba,Nigeria,NGA,Severely endangered,10000,9.9904,12.81
394,North Frisian,Germany,DEU,Severely endangered,10000,54.7341,8.7478
483,Northern Khanty,Russian Federation,RUS,Definitely endangered,10000,63.7047,66.676
1008,Nyah Kur,Thailand,THA,Definitely endangered,10000,15.6587,101.5068
1248,Nyenkha,Bhutan,BTN,Vulnerable,10000,27.4595,90.4119
2283,Orang Hulu,Malaysia,MYS,Definitely endangered,10000,1.8871,103.984
1718,Otoro,Sudan,SDN,Severely endangered,10000,11.1864,30.6353
461,Solon,China,CHN,Definitely endangered,10000,48.166,119.4873
2440,Southern Tujia,China,CHN,Severely endangered,10000,28.258,109.9398
2331,Taba,Indonesia,IDN,Vulnerable,10000,0.0659,127.4084
2410,Talu,China,CHN,Vulnerable,10000,26.5623,102.8506
718,Tamazight (Tunisia),Tunisia,TUN,Severely endangered,10000,36.0313,9.8767
2027,Tayal,China,CHN,Vulnerable,10000,24.5458,121.3591
1723,Temein,Sudan,SDN,Severely endangered,10000,11.8377,29.4625
2296,Temiar,Malaysia,MYS,Definitely endangered,10000,4.9493,101.4113
1079,Trukhmen,"Russian Federation, Turkmenistan","RUS, TKM",Definitely endangered,10000,44.4886,44.5385
120,Vidunda,United Republic of Tanzania,TZA,Vulnerable,10000,-6.8664,37.304
291,Kogui,Colombia,COL,Vulnerable,9911,10.8548,-74.0258
1297,Paloor,Senegal,SEN,Vulnerable,9680,14.7801,-16.8035
1780,Awakatek (Guatemala),Guatemala,GTM,Vulnerable,9613,15.3429,-91.312
1541,Choctaw (Louisiana),United States of America,USA,Vulnerable,9500,31.6822,-92.1252
896,Choctaw (Mississipi),United States of America,USA,Vulnerable,9500,32.7713,-89.1163
1542,Choctaw (Oklahoma),United States of America,USA,Vulnerable,9500,34.1472,-94.81
1850,Gawar-Bati,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,9500,35.158,71.4083
2259,Taruang,"China, India, Myanmar","CHN, IND, MMR",Vulnerable,9332,28.12,95.88
1088,Khaling,Nepal,NPL,Definitely endangered,9288,27.5781,86.7163
1485,Western Tarahumara,Mexico,MEX,Vulnerable,9196,27.3361,-108.5007
2362,Nunavimmiutitut,Canada,CAN,Vulnerable,9105,58.1665,-68.3605
275,Woods Cree,Canada,CAN,Vulnerable,9095,55.1711,-102.9061
2244,Phula (Viet Nam),Viet Nam,VNM,Definitely endangered,9046,22.7833,105.4666
1085,Dol-po,Nepal,NPL,Definitely endangered,9000,29.2193,83.0676
2581,Helong,Indonesia,IDN,Severely endangered,9000,-10.1905,123.5247
2337,Lisela,Indonesia,IDN,Vulnerable,9000,-3.2392,127.0239
1219,Motuo Menba,"China, India","CHN, IND",Definitely endangered,9000,28.664,94.0347
1889,Panamahka,Nicaragua,NIC,Vulnerable,9000,14.2856,-84.5947
880,Zuni,United States of America,USA,Vulnerable,9000,35.082,-108.76
1750,Mopán (Belize),Belize,BLZ,Severely endangered,8980,16.2449,-88.8654
1728,Tulishi,Sudan,SDN,Severely endangered,8628,11.5984,29.0917
1016,Central Cuicatec,Mexico,MEX,Vulnerable,8621,17.8,-96.961
1685,Ts'amay,Ethiopia,ETH,Definitely endangered,8621,5.4382,37.2463
1604,Phalura,Pakistan,PAK,Definitely endangered,8600,35.7264,71.7434
1268,Northern Popoloc,Mexico,MEX,Vulnerable,8597,18.6818,-97.658
1274,Ixcatlán Mazatec,Mexico,MEX,Vulnerable,8593,18.1447,-96.4855
918,Patla-Chicontla Totonac,Mexico,MEX,Severely endangered,8590,20.1644,-97.6927
1647,Toram,Chad,TCD,Severely endangered,8456,11.1581,19.6023
994,Northwestern Tlapanec,Mexico,MEX,Vulnerable,8409,17.5595,-98.9332
271,Dene,Canada,CAN,Vulnerable,8195,56.4807,-109.4127
1526,Micmac (Massachusetts),United States of America,USA,Definitely endangered,8145,42.3589,-71.0578
88,Argobba,Ethiopia,ETH,Critically endangered,8000,10.5958,39.9792
708,Austral dialects,French Polynesia (France),PYF,Definitely endangered,8000,-23.3775,-149.4909
1693,Belanda Bor,Sudan,SDN,Definitely endangered,8000,6.4954,27.7404
1701,Feroge,Sudan,SDN,Vulnerable,8000,8.5049,25.7189
1980,Hachijō,Japan,JPN,Definitely endangered,8000,33.11,139.7891
1853,Inga,Colombia,COL,Severely endangered,8000,1.1658,-77.0011
67,Kanga,Sudan,SDN,Severely endangered,8000,10.844,29.4708
2424,Lajia,China,CHN,Definitely endangered,8000,23.7439,110.0526
1255,Lakha,Bhutan,BTN,Definitely endangered,8000,27.5898,90.3735
2187,Mbya Guarani (Paraguay),Paraguay,PRY,Definitely endangered,8000,-26.5099,-55.2832
1675,Mundurukú,Brazil,BRA,Vulnerable,8000,-8.1027,-57.3486
767,Ojibwe,United States of America,USA,Severely endangered,8000,46.0706,-93.6677
586,Quichua (Salasaca),Ecuador,ECU,Definitely endangered,8000,-1.3511,-78.6511
1182,Rongpo,India,IND,Vulnerable,8000,30.7229,79.7387
557,Sanyi,China,CHN,Severely endangered,8000,24.9262,102.5134
2284,Temuan,Malaysia,MYS,Severely endangered,8000,3.3709,101.984
1726,Tingal,Sudan,SDN,Definitely endangered,8000,12.238,31.1215
735,Wampis,Peru,PER,Vulnerable,8000,-3.4476,-77.7941
2402,Wunai Bunu,China,CHN,Definitely endangered,8000,24.4146,107.8378
739,Yanesha,Peru,PER,Severely endangered,8000,-10.3743,-75.2343
1369,Mam (Mexico),Mexico,MEX,Severely endangered,7977,17.3661,-93.5334
1318,Pana,Burkina Faso,BFA,Definitely endangered,7800,13.165,-3.4277
1983,Macushi (Guyana),Guyana,GUY,Vulnerable,7750,3.6888,-59.4799
466,Chukchi,Russian Federation,RUS,Severely endangered,7742,67.6248,176.1767
1875,Cabécar,Costa Rica,CRI,Vulnerable,7622,9.9012,-83.6844
593,Awa Cuaiquer,Colombia,COL,Critically endangered,7500,1.4939,-78.5742
2172,Lishana Deni (Israel),Israel,ISR,Severely endangered,7500,31.7748,35.1013
925,Central Pame,Mexico,MEX,Vulnerable,7399,21.9208,-99.3741
309,Puinave,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Definitely endangered,7377,4.434,-68.1591
